product_id,onsale_web,price,stock_quantity,stock_status,sku,total_sales,post_date,post_title,post_name,post_modified,_merge,poids,Région,Domaine,Appellation,Couleur,Millésime,Contenance,Degré d'alcool
5001,True,217.5,20,True,14581,0.0,2018-07-17 09:45:39,David Duband Charmes-Chambertin Grand Cru 2014,david-duband-charmes-chambertin-grand-cru-2014,2020-05-16 09:00:05,both,1.5 kg,Bourgogne,David Duband,Charmes-Chambertin Grand Cru,Rouge,2014,75cl,"13,50%"
5001,True,217.5,20,True,14581,0.0,2018-07-17 09:45:39,David Duband Charmes-Chambertin Grand Cru 2014,david-duband-charmes-chambertin-grand-cru-2014,2020-05-16 09:00:05,both,1.5 kg,Bourgogne,David Duband,Charmes-Chambertin Grand Cru,Rouge,2014,75cl,"13,50%"
5002,True,64.9,1,True,14580,0.0,2018-07-17 09:53:18,David Duband Morey-Saint-Denis 1er Cru Les Broc 2016,david-duband-morey-saint-denis-1er-cru-les-broc-2016,2020-08-05 18:15:02,both,,,,,,0,,
5002,True,64.9,1,True,14580,0.0,2018-07-17 09:53:18,David Duband Morey-Saint-Denis 1er Cru Les Broc 2016,david-duband-morey-saint-denis-1er-cru-les-broc-2016,2020-08-05 18:15:02,both,,,,,,0,,
5003,True,48.7,9,True,15869,0.0,2018-07-17 09:53:48,David Duband Morey-Saint-Denis 2017,david-duband-morey-saint-denis-2017,2019-12-31 09:30:15,both,,,,,,0,,
5003,True,48.7,9,True,15869,0.0,2018-07-17 09:53:48,David Duband Morey-Saint-Denis 2017,david-duband-morey-saint-denis-2017,2019-12-31 09:30:15,both,,,,,,0,,
5006,True,48.7,0,True,15870,0.0,2018-07-17 10:14:28,David Duband Nuits-Saint-Georges 2017,david-duband-nuits-saint-georges-2017,2020-07-01 10:55:03,both,,,,,,0,,
5006,True,48.7,0,True,15870,0.0,2018-07-17 10:14:28,David Duband Nuits-Saint-Georges 2017,david-duband-nuits-saint-georges-2017,2020-07-01 10:55:03,both,,,,,,0,,
5004,True,59.4,1,True,15871,2.0,2018-07-17 10:07:09,David Duband Vosne Romanée 2017,david-duband-vosne-romanee-2017,2020-08-05 17:45:03,both,,,,,,0,,
5004,True,59.4,1,True,15871,2.0,2018-07-17 10:07:09,David Duband Vosne Romanée 2017,david-duband-vosne-romanee-2017,2020-08-05 17:45:03,both,,,,,,0,,
