product_id,onsale_web,price,stock_quantity,stock_status,sku,total_sales,post_date,post_title,post_name,post_modified,_merge,poids,Région,Domaine,Appellation,Couleur,Millésime,Contenance,Degré d'alcool
4158,True,18.5,0,True,16093,0.0,2018-02-13 14:48:58,Planeta Sicilia Etna Rosso 2018,8planeta-sicilia-etna-rosso-2018,2020-06-23 18:35:03,both,1.5 kg,Italie,Planeta,Sicilia,Rouge,2020,75cl,13%
4158,True,18.5,0,True,16093,0.0,2018-02-13 14:48:58,Planeta Sicilia Etna Rosso 2018,8planeta-sicilia-etna-rosso-2018,2020-06-23 18:35:03,both,1.5 kg,Italie,Planeta,Sicilia,Rouge,2020,75cl,13%
5826,True,41.2,0,True,15325,4.0,2019-03-27 17:59:49,Agnès Levet Côte Rôtie Améthyste 2017,agnes-levet-amethyste-2017,2020-05-21 14:00:02,both,1.5 kg,Rhône,Agnès Levet,Côte Rôtie,Rouge,2018,75cl,13%
5826,True,41.2,0,True,15325,4.0,2019-03-27 17:59:49,Agnès Levet Côte Rôtie Améthyste 2017,agnes-levet-amethyste-2017,2020-05-21 14:00:02,both,1.5 kg,Rhône,Agnès Levet,Côte Rôtie,Rouge,2018,75cl,13%
5827,True,55.0,11,True,15328,3.0,2019-03-27 18:05:09,Agnès Levet Côte Rôtie Maestria 2017,agnes-levet-cote-rotie-maestria-2017,2020-07-25 15:45:02,both,1.5 kg,Rhône,Agnès Levet,Côte Rôtie,Rouge,2019,75cl,13%
5827,True,55.0,11,True,15328,3.0,2019-03-27 18:05:09,Agnès Levet Côte Rôtie Maestria 2017,agnes-levet-cote-rotie-maestria-2017,2020-07-25 15:45:02,both,1.5 kg,Rhône,Agnès Levet,Côte Rôtie,Rouge,2019,75cl,13%
5829,True,57.0,26,True,15329,3.0,2019-03-27 18:28:15,Agnès Levet Côte Rôtie Péroline 2017,agnes-levet-cote-rotie-peroline-2017,2020-07-28 09:45:02,both,1.5 kg,Rhône,Agnès Levet,Côte Rôtie,Rouge,2019,75cl,13%
5829,True,57.0,26,True,15329,3.0,2019-03-27 18:28:15,Agnès Levet Côte Rôtie Péroline 2017,agnes-levet-cote-rotie-peroline-2017,2020-07-28 09:45:02,both,1.5 kg,Rhône,Agnès Levet,Côte Rôtie,Rouge,2019,75cl,13%
4920,True,24.4,1,True,15530,10.0,2018-05-17 11:17:53,Alain Graillot Crozes-Hermitage Blanc 2018,alain-graillot-crozes-hermitage-blanc-2018,2020-07-28 09:45:02,both,1.5 kg,Rhône,Alain Graillot,Crozes-Hermitage,Blanc,2018,75cl,13%
4920,True,24.4,1,True,15530,10.0,2018-05-17 11:17:53,Alain Graillot Crozes-Hermitage Blanc 2018,alain-graillot-crozes-hermitage-blanc-2018,2020-07-28 09:45:02,both,1.5 kg,Rhône,Alain Graillot,Crozes-Hermitage,Blanc,2018,75cl,13%
4919,True,24.4,0,True,15531,6.0,2018-05-17 11:15:27,Alain Graillot Crozes-Hermitage Rouge 2017,alain-graillot-crozes-hermitage-rouge-2017,2020-07-18 10:55:03,both,1.5 kg,Rhône,Alain Graillot,Crozes-Hermitage,Rouge,2019,75cl,13%
4919,True,24.4,0,True,15531,6.0,2018-05-17 11:15:27,Alain Graillot Crozes-Hermitage Rouge 2017,alain-graillot-crozes-hermitage-rouge-2017,2020-07-18 10:55:03,both,1.5 kg,Rhône,Alain Graillot,Crozes-Hermitage,Rouge,2019,75cl,13%
4918,True,37.2,0,True,15533,24.0,2018-05-17 11:09:36,Alain Graillot Crozes-Hermitage Rouge La Guiraude 2016,alain-graillot-crozes-hermitage-rouge-la-guiraude-2016,2020-04-09 14:00:04,both,1.5 kg,Rhône,Alain Graillot,Crozes-Hermitage,Rouge,2018,75cl,13%
4918,True,37.2,0,True,15533,24.0,2018-05-17 11:09:36,Alain Graillot Crozes-Hermitage Rouge La Guiraude 2016,alain-graillot-crozes-hermitage-rouge-la-guiraude-2016,2020-04-09 14:00:04,both,1.5 kg,Rhône,Alain Graillot,Crozes-Hermitage,Rouge,2018,75cl,13%
5613,True,19.2,11,True,14855,6.0,2019-01-15 15:52:33,Albert Boxler Chasselas 2016,albert-boxler-chasselas-2016,2020-08-26 15:55:03,both,1.5 kg,Alsace,Albert Boxler,Alsace,Blanc,2019,75cl,12%
5613,True,19.2,11,True,14855,6.0,2019-01-15 15:52:33,Albert Boxler Chasselas 2016,albert-boxler-chasselas-2016,2020-08-26 15:55:03,both,1.5 kg,Alsace,Albert Boxler,Alsace,Blanc,2019,75cl,12%
5614,True,19.2,39,True,14856,3.0,2019-01-15 16:00:35,Albert Boxler Crémant d'Alsace Brut 2014,albert-boxler-cremant-2014,2020-08-25 14:00:03,both,1.5 kg,Alsace,Albert Boxler,Crémant d'Alsace,Blanc,2018,75cl,"12,50%"
5614,True,19.2,39,True,14856,3.0,2019-01-15 16:00:35,Albert Boxler Crémant d'Alsace Brut 2014,albert-boxler-cremant-2014,2020-08-25 14:00:03,both,1.5 kg,Alsace,Albert Boxler,Crémant d'Alsace,Blanc,2018,75cl,"12,50%"
5617,True,27.8,12,True,14844,3.0,2019-01-15 16:18:18,Albert Boxler Pinot Gris Réserve 2016,albert-boxler-pinot-gris-reserve-2016,2020-06-13 15:05:02,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2016,75cl,"14,50%"
5617,True,27.8,12,True,14844,3.0,2019-01-15 16:18:18,Albert Boxler Pinot Gris Réserve 2016,albert-boxler-pinot-gris-reserve-2016,2020-06-13 15:05:02,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2016,75cl,"14,50%"
5615,True,56.4,11,True,15923,0.0,2019-01-15 16:06:19,"Albert Boxler Pinot Gris Grand Cru Sommerberg ""W"" 2016",albert-boxler-pinot-gris-sommerberg-w-2016,2020-08-25 14:00:05,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2016,75cl,"14,50%"
5615,True,56.4,11,True,15923,0.0,2019-01-15 16:06:19,"Albert Boxler Pinot Gris Grand Cru Sommerberg ""W"" 2016",albert-boxler-pinot-gris-sommerberg-w-2016,2020-08-25 14:00:05,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2016,75cl,"14,50%"
5616,True,38.4,6,True,14845,2.0,2019-01-15 16:12:13,"Albert Boxler Pinot Noir ""S"" 2016",albert-boxler-pinot-noir-s-2016,2020-08-25 14:00:02,both,1.5 kg,Alsace,Albert Boxler,Alsace Pinot Noir,Rouge,2019,75cl,13%
5616,True,38.4,6,True,14845,2.0,2019-01-15 16:12:13,"Albert Boxler Pinot Noir ""S"" 2016",albert-boxler-pinot-noir-s-2016,2020-08-25 14:00:02,both,1.5 kg,Alsace,Albert Boxler,Alsace Pinot Noir,Rouge,2019,75cl,13%
5618,True,71.3,31,True,15921,0.0,2019-01-15 16:31:35,"Albert Boxler Riesling Grand Cru Sommerberg ""D"" 2018",albert-boxler-riesling-grand-cru-sommerberg-d-2018,2020-08-25 14:00:04,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2019,75cl,"13,50%"
5618,True,71.3,31,True,15921,0.0,2019-01-15 16:31:35,"Albert Boxler Riesling Grand Cru Sommerberg ""D"" 2018",albert-boxler-riesling-grand-cru-sommerberg-d-2018,2020-08-25 14:00:04,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2019,75cl,"13,50%"
5619,True,71.3,13,True,15922,0.0,2019-01-15 16:42:01,"Albert Boxler Riesling Grand Cru Sommerberg ""E"" 2018",albert-boxler-riesling-grand-cru-sommerberg-e-2018,2020-08-25 14:00:05,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2019,75cl,13%
5619,True,71.3,13,True,15922,0.0,2019-01-15 16:42:01,"Albert Boxler Riesling Grand Cru Sommerberg ""E"" 2018",albert-boxler-riesling-grand-cru-sommerberg-e-2018,2020-08-25 14:00:05,both,1.5 kg,Alsace,Albert Boxler,Alsace Grand Cru,Blanc,2019,75cl,13%
4703,True,19.8,2,True,15465,7.0,2018-04-17 21:03:25,Albert Mann Crémant d'Alsace Extra Brut 2017,albert-mann-cremant-dalsace-extra-brut-2017,2020-08-20 09:30:10,both,,,,,,0,,
4703,True,19.8,2,True,15465,7.0,2018-04-17 21:03:25,Albert Mann Crémant d'Alsace Extra Brut 2017,albert-mann-cremant-dalsace-extra-brut-2017,2020-08-20 09:30:10,both,,,,,,0,,
4704,True,18.2,0,True,15004,3.0,2018-04-17 21:08:33,Albert Mann Gewurztraminer 2017,albert-mann-gewurztraminer-2017,2019-12-23 09:30:27,both,1.5 kg,Alsace,Albert Mann,Alsace Gewurztraminer,Blanc,2019,75cl,14%
4704,True,18.2,0,True,15004,3.0,2018-04-17 21:08:33,Albert Mann Gewurztraminer 2017,albert-mann-gewurztraminer-2017,2019-12-23 09:30:27,both,1.5 kg,Alsace,Albert Mann,Alsace Gewurztraminer,Blanc,2019,75cl,14%
4705,True,31.6,12,True,14699,8.0,2018-04-17 21:12:38,Albert Mann Gewurztraminer Grand Cru Steingrubler 2016,albert-mann-gewurztraminer-grand-cru-steingrubler-2016,2020-08-20 09:30:06,both,,,,,,0,,
4705,True,31.6,12,True,14699,8.0,2018-04-17 21:12:38,Albert Mann Gewurztraminer Grand Cru Steingrubler 2016,albert-mann-gewurztraminer-grand-cru-steingrubler-2016,2020-08-20 09:30:06,both,,,,,,0,,
5712,True,57.6,0,True,14241,1.0,2019-01-31 14:57:35,Albert Mann Gewurztraminer Vendanges Tardives Altenbourg 2015,albert-mann-gewurztraminer-vendanges-tardives-altenbourg-2015,2019-08-09 11:50:03,both,,,,,,0,,
5712,True,57.6,0,True,14241,1.0,2019-01-31 14:57:35,Albert Mann Gewurztraminer Vendanges Tardives Altenbourg 2015,albert-mann-gewurztraminer-vendanges-tardives-altenbourg-2015,2019-08-09 11:50:03,both,,,,,,0,,
4706,True,16.8,23,True,15349,32.0,2018-04-17 21:17:02,Albert Mann Muscat 2018,albert-mann-muscat-2018,2020-08-14 18:25:02,both,,,,,,0,,
4706,True,16.8,23,True,15349,32.0,2018-04-17 21:17:02,Albert Mann Muscat 2018,albert-mann-muscat-2018,2020-08-14 18:25:02,both,,,,,,0,,
4707,True,22.8,13,True,15466,13.0,2018-04-17 21:20:47,Albert Mann Pinot Gris Cuvée Albert 2017,albert-mann-pinot-gris-cuvee-albert-2017,2020-07-30 18:25:03,both,1.5 kg,Alsace,Albert Mann,Alsace Pinot Gris,Blanc,2017,75cl,13%
4707,True,22.8,13,True,15466,13.0,2018-04-17 21:20:47,Albert Mann Pinot Gris Cuvée Albert 2017,albert-mann-pinot-gris-cuvee-albert-2017,2020-07-30 18:25:03,both,1.5 kg,Alsace,Albert Mann,Alsace Pinot Gris,Blanc,2017,75cl,13%
4708,True,32.6,15,True,14700,8.0,2018-04-17 21:25:37,Albert Mann Pinot Gris Grand Cru Furstentum 2016,albert-mann-pinot-gris-grand-cru-furstentum-2016,2020-08-06 15:35:02,both,1.5 kg,Alsace,Albert Mann,Alsace Grand Cru,Blanc,2016,75cl,13%
4708,True,32.6,15,True,14700,8.0,2018-04-17 21:25:37,Albert Mann Pinot Gris Grand Cru Furstentum 2016,albert-mann-pinot-gris-grand-cru-furstentum-2016,2020-08-06 15:35:02,both,1.5 kg,Alsace,Albert Mann,Alsace Grand Cru,Blanc,2016,75cl,13%
4709,True,44.0,0,True,10775,0.0,2018-04-17 21:28:52,Albert Mann Pinot Gris Vendanges Tardives Altenbourg 2011,albert-mann-pinot-gris-vendanges-tardives-altenbourg-2011,2018-12-22 10:30:02,both,,,,,,0,,
4709,True,44.0,0,True,10775,0.0,2018-04-17 21:28:52,Albert Mann Pinot Gris Vendanges Tardives Altenbourg 2011,albert-mann-pinot-gris-vendanges-tardives-altenbourg-2011,2018-12-22 10:30:02,both,,,,,,0,,
5922,True,48.5,0,True,15343,17.0,2019-04-06 09:59:39,Albert Mann Pinot Noir Clos de la Faille 2017,albert-mann-pinot-noir-clos-de-la-faille-2017,2020-08-05 14:35:03,both,,,,,,0,,
5922,True,48.5,0,True,15343,17.0,2019-04-06 09:59:39,Albert Mann Pinot Noir Clos de la Faille 2017,albert-mann-pinot-noir-clos-de-la-faille-2017,2020-08-05 14:35:03,both,,,,,,0,,
5067,True,59.9,0,True,15346,16.0,2018-07-31 11:49:05,Albert Mann Pinot Noir Grand H 2017,albert-mann-pinot-noir-grand-h-2017,2020-02-13 17:00:01,both,,,,,,0,,
5067,True,59.9,0,True,15346,16.0,2018-07-31 11:49:05,Albert Mann Pinot Noir Grand H 2017,albert-mann-pinot-noir-grand-h-2017,2020-02-13 17:00:01,both,,,,,,0,,
5068,True,59.9,1,True,15345,0.0,2018-07-31 11:52:58,Albert Mann Pinot Noir Grand P 2017,albert-mann-pinot-noir-grand-p-2017,2020-06-26 18:15:03,both,,,,,,0,,
5068,True,59.9,1,True,15345,0.0,2018-07-31 11:52:58,Albert Mann Pinot Noir Grand P 2017,albert-mann-pinot-noir-grand-p-2017,2020-06-26 18:15:03,both,,,,,,0,,
5069,True,65.0,2,True,15344,0.0,2018-07-31 11:55:32,Albert Mann Pinot Noir Les Saintes Claires 2017,albert-mann-pinot-noir-les-saintes-claires-2017,2020-07-21 13:09:48,both,,,,,,0,,
5069,True,65.0,2,True,15344,0.0,2018-07-31 11:55:32,Albert Mann Pinot Noir Les Saintes Claires 2017,albert-mann-pinot-noir-les-saintes-claires-2017,2020-07-21 13:09:48,both,,,,,,0,,
5711,True,25.0,35,True,16121,5.0,2019-01-31 14:39:08,Albert Mann Riesling Cuvée Albert 2017,albert-mann-riesling-albert-2017,2020-07-18 10:35:02,both,,,,,,0,,
5711,True,25.0,35,True,16121,5.0,2019-01-31 14:39:08,Albert Mann Riesling Cuvée Albert 2017,albert-mann-riesling-albert-2017,2020-07-18 10:35:02,both,,,,,,0,,
5925,True,49.5,12,True,15351,2.0,2019-04-06 10:14:45,Albert Mann Riesling Grand Cru Furstentum 2017,albert-mann-riesling-grand-cru-furstentum,2020-07-18 10:35:02,both,,,,,,0,,
5925,True,49.5,12,True,15351,2.0,2019-04-06 10:14:45,Albert Mann Riesling Grand Cru Furstentum 2017,albert-mann-riesling-grand-cru-furstentum,2020-07-18 10:35:02,both,,,,,,0,,
4711,True,55.4,9,True,16119,1.0,2018-04-17 21:44:24,Albert Mann Riesling Grand Cru Schlossberg 2018,albert-mann-riesling-grand-cru-schlossberg-2018,2020-07-28 09:30:17,both,1.5 kg,Alsace,Albert Mann,Alsace Grand Cru,Blanc,2018,75cl,"13,50%"
4711,True,55.4,9,True,16119,1.0,2018-04-17 21:44:24,Albert Mann Riesling Grand Cru Schlossberg 2018,albert-mann-riesling-grand-cru-schlossberg-2018,2020-07-28 09:30:17,both,1.5 kg,Alsace,Albert Mann,Alsace Grand Cru,Blanc,2018,75cl,"13,50%"
5709,True,31.7,0,True,15035,0.0,2019-01-31 14:25:44,Philippe Alliet Chinon Rouge Coteau de Noiré 2016,alliet-chinon-rouge-noire-2016,2019-05-20 15:50:03,both,1.5 kg,Vallée de la Loire,Philippe Alliet,Chinon,Rouge,2016,75cl,"13,50%"
5709,True,31.7,0,True,15035,0.0,2019-01-31 14:25:44,Philippe Alliet Chinon Rouge Coteau de Noiré 2016,alliet-chinon-rouge-noire-2016,2019-05-20 15:50:03,both,1.5 kg,Vallée de la Loire,Philippe Alliet,Chinon,Rouge,2016,75cl,"13,50%"
4907,True,22.9,6,True,14374,0.0,2018-05-15 10:40:56,Alphonse Mellot Coteaux Charitois Rouge Les Pénitents 2015,alphonse-mellot-coteaux-charitois-rouge-les-penitents-2015,2020-08-27 16:05:02,both,,,,,,0,,
4907,True,22.9,6,True,14374,0.0,2018-05-15 10:40:56,Alphonse Mellot Coteaux Charitois Rouge Les Pénitents 2015,alphonse-mellot-coteaux-charitois-rouge-les-penitents-2015,2020-08-27 16:05:02,both,,,,,,0,,
4908,True,53.2,5,True,14395,4.0,2018-05-15 10:45:05,Alphonse Mellot Sancerre Blanc Edmond 2016,alphonse-mellot-sancerre-blanc-edmond-2016,2020-07-25 15:45:02,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Blanc,2018,75cl,13%
4908,True,53.2,5,True,14395,4.0,2018-05-15 10:45:05,Alphonse Mellot Sancerre Blanc Edmond 2016,alphonse-mellot-sancerre-blanc-edmond-2016,2020-07-25 15:45:02,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Blanc,2018,75cl,13%
4615,True,24.0,10,True,16186,7.0,2018-04-13 15:45:04,Alphonse Mellot Sancerre Blanc La Moussière 2018,alphonse-mellot-sancerre-blanc-la-moussiere-2018,2020-08-27 09:30:15,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Blanc,2020,75cl,"12,50%"
4615,True,24.0,10,True,16186,7.0,2018-04-13 15:45:04,Alphonse Mellot Sancerre Blanc La Moussière 2018,alphonse-mellot-sancerre-blanc-la-moussiere-2018,2020-08-27 09:30:15,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Blanc,2020,75cl,"12,50%"
4619,True,59.0,5,True,11049,0.0,2018-04-13 16:07:49,Alphonse Mellot Sancerre Rouge En Grands Champs 2012,alphonse-mellot-sancerre-rouge-en-grands-champs-2012,2020-01-31 09:30:02,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2016,75cl,13%
4619,True,59.0,5,True,11049,0.0,2018-04-13 16:07:49,Alphonse Mellot Sancerre Rouge En Grands Champs 2012,alphonse-mellot-sancerre-rouge-en-grands-champs-2012,2020-01-31 09:30:02,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2016,75cl,13%
4617,True,67.5,1,True,10459,0.0,2018-04-13 15:58:19,Alphonse Mellot Sancerre Rouge Génération XIX 2011,alphonse-mellot-sancerre-rouge-generation-xix-2011,2020-08-24 14:05:02,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2012,75cl,13%
4617,True,67.5,1,True,10459,0.0,2018-04-13 15:58:19,Alphonse Mellot Sancerre Rouge Génération XIX 2011,alphonse-mellot-sancerre-rouge-generation-xix-2011,2020-08-24 14:05:02,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2012,75cl,13%
4616,True,57.0,5,True,14371,0.0,2018-04-13 15:53:44,Alphonse Mellot Sancerre Rouge La Demoiselle 2015,alphonse-mellot-sancerre-rouge-la-demoiselle-2015,2020-08-24 14:05:03,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2015,75cl,13%
4616,True,57.0,5,True,14371,0.0,2018-04-13 15:53:44,Alphonse Mellot Sancerre Rouge La Demoiselle 2015,alphonse-mellot-sancerre-rouge-la-demoiselle-2015,2020-08-24 14:05:03,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2015,75cl,13%
4618,True,30.6,3,True,14372,0.0,2018-04-13 16:03:28,Alphonse Mellot Sancerre Rouge La Moussière 2014,alphonse-mellot-sancerre-rouge-la-moussiere-2014,2020-08-27 09:30:05,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2019,75cl,13%
4618,True,30.6,3,True,14372,0.0,2018-04-13 16:03:28,Alphonse Mellot Sancerre Rouge La Moussière 2014,alphonse-mellot-sancerre-rouge-la-moussiere-2014,2020-08-27 09:30:05,both,1.5 kg,Vallée de la Loire,Alphonse Mellot,Sancerre,Rouge,2019,75cl,13%
5963,True,13.5,28,True,15574,0.0,2019-04-18 11:39:43,Domaine de l'Ancienne Cure Bergerac Blanc Sec L'Abbaye 2016,ancienne-cure-bergerac-blanc-sec-2016,2020-07-25 09:00:10,both,1.5 kg,Sud Ouest,Ancienne Cure,Bergerac,Blanc,2018,75cl,14%
5963,True,13.5,28,True,15574,0.0,2019-04-18 11:39:43,Domaine de l'Ancienne Cure Bergerac Blanc Sec L'Abbaye 2016,ancienne-cure-bergerac-blanc-sec-2016,2020-07-25 09:00:10,both,1.5 kg,Sud Ouest,Ancienne Cure,Bergerac,Blanc,2018,75cl,14%
4914,True,25.9,6,True,15613,2.0,2018-05-15 11:47:17,Antoine-Marie Arena Patrimonio Hauts de Carco 2018,antoine-marie-arena-patrimonio-hauts-carco-2018,2020-08-22 17:25:02,both,,,,,,0,,
4914,True,25.9,6,True,15613,2.0,2018-05-15 11:47:17,Antoine-Marie Arena Patrimonio Hauts de Carco 2018,antoine-marie-arena-patrimonio-hauts-carco-2018,2020-08-22 17:25:02,both,,,,,,0,,
4909,True,25.9,27,True,15614,0.0,2018-05-15 10:53:15,Antoine-Marie Arena Vin de France Bianco Gentile 2018,antoine-marie-arena-vin-de-france-bianco-gentile-2018,2020-06-06 09:55:02,both,1.5 kg,Corse,Arena,,Blanc,2018,75cl,14%
4909,True,25.9,27,True,15614,0.0,2018-05-15 10:53:15,Antoine-Marie Arena Vin de France Bianco Gentile 2018,antoine-marie-arena-vin-de-france-bianco-gentile-2018,2020-06-06 09:55:02,both,1.5 kg,Corse,Arena,,Blanc,2018,75cl,14%
4910,True,17.3,0,True,13809,4.0,2018-05-15 11:11:59,Antoine-Marie Arena Vin de France Rouge San Giovanni 2017,antoine-marie-arena-vin-de-france-rouge-san-giovanni-2017,2020-04-23 22:54:55,both,1.5 kg,Corse,Arena,,Rouge,2017,75cl,14%
4910,True,17.3,0,True,13809,4.0,2018-05-15 11:11:59,Antoine-Marie Arena Vin de France Rouge San Giovanni 2017,antoine-marie-arena-vin-de-france-rouge-san-giovanni-2017,2020-04-23 22:54:55,both,1.5 kg,Corse,Arena,,Rouge,2017,75cl,14%
5807,True,27.3,1,True,15471,4.0,2019-03-19 15:58:25,Château d'Arcole Saint-Emilion Grand Cru 2016,arcole-saint-emilion-grand-cru-2016,2020-06-18 10:45:05,both,,,,,,0,,
5807,True,27.3,1,True,15471,4.0,2019-03-19 15:58:25,Château d'Arcole Saint-Emilion Grand Cru 2016,arcole-saint-emilion-grand-cru-2016,2020-06-18 10:45:05,both,,,,,,0,,
5377,True,19.0,7,True,15677,0.0,2018-09-01 15:30:19,Argentine Alamos Catena Malbec 2017,argentine-alamos-catena-malbec-2017,2020-07-27 16:15:03,both,,,,,,0,,
5377,True,19.0,7,True,15677,0.0,2018-09-01 15:30:19,Argentine Alamos Catena Malbec 2017,argentine-alamos-catena-malbec-2017,2020-07-27 16:15:03,both,,,,,,0,,
5379,True,11.1,26,True,14561,0.0,2018-09-01 15:34:55,Argentine Mendoza Alamos Torrontes 2017,argentine-mendoza-alamos-torrontes-2017,2020-07-11 14:00:03,both,1.5 kg,Vins du Monde,"Sélection de Vins Etrangers, Catena Zapata",Mendoza,Blanc,2019,75cl,13%
5379,True,11.1,26,True,14561,0.0,2018-09-01 15:34:55,Argentine Mendoza Alamos Torrontes 2017,argentine-mendoza-alamos-torrontes-2017,2020-07-11 14:00:03,both,1.5 kg,Vins du Monde,"Sélection de Vins Etrangers, Catena Zapata",Mendoza,Blanc,2019,75cl,13%
4239,True,28.0,18,True,16567,0.0,2018-02-20 09:23:00,Domaine Augustin Collioure Blanc Adéodat 2019,augustin-collioure-blanc-adeodat-2019,2020-08-27 10:24:51,both,1.5 kg,Languedoc-Roussillon,Augustin,Collioure,Blanc,2020,75cl,"14,50%"
4239,True,28.0,18,True,16567,0.0,2018-02-20 09:23:00,Domaine Augustin Collioure Blanc Adéodat 2019,augustin-collioure-blanc-adeodat-2019,2020-08-27 10:24:51,both,1.5 kg,Languedoc-Roussillon,Augustin,Collioure,Blanc,2020,75cl,"14,50%"
5393,True,35.3,9,True,12494,0.0,2018-09-06 10:34:05,Australie Harkham Wines Old Vines 2011,australie-harkham-wines-old-vines-2011,2020-04-24 21:48:49,both,1.5 kg,Vins du Monde,"Sélection de Vins Etrangers, Harkham Wines",,Rouge,2011,75cl,14%
5393,True,35.3,9,True,12494,0.0,2018-09-06 10:34:05,Australie Harkham Wines Old Vines 2011,australie-harkham-wines-old-vines-2011,2020-04-24 21:48:49,both,1.5 kg,Vins du Monde,"Sélection de Vins Etrangers, Harkham Wines",,Rouge,2011,75cl,14%
5389,True,16.1,5,True,13904,0.0,2018-09-06 10:07:35,Australie Maverick Breechens Blend 2012,australie-maverick-breechens-blend-2012,2020-04-24 21:48:21,both,,,,,,0,,
5389,True,16.1,5,True,13904,0.0,2018-09-06 10:07:35,Australie Maverick Breechens Blend 2012,australie-maverick-breechens-blend-2012,2020-04-24 21:48:21,both,,,,,,0,,
5391,True,24.2,17,True,14141,1.0,2018-09-06 10:21:59,Australie Maverick Trial Hill Riesling 2010,australie-maverick-trial-hill-riesling-2010,2020-07-23 16:35:02,both,1.5 kg,Vins du Monde,"Sélection de Vins Etrangers, Maverick",,Blanc,2010,75cl,14%
5391,True,24.2,17,True,14141,1.0,2018-09-06 10:21:59,Australie Maverick Trial Hill Riesling 2010,australie-maverick-trial-hill-riesling-2010,2020-07-23 16:35:02,both,1.5 kg,Vins du Monde,"Sélection de Vins Etrangers, Maverick",,Blanc,2010,75cl,14%
4228,True,29.9,8,True,12657,0.0,2018-02-16 15:13:54,Domaine de Bellivière Jasnières Les Rosiers 2015,belliviere-jasnieres-rosiers-2015,2020-06-19 17:55:02,both,1.5 kg,Vallée de la Loire,Domaine de Bellivière,Saint-Nicolas-De-Bourgueil,Blanc,2015,75cl,12%
4228,True,29.9,8,True,12657,0.0,2018-02-16 15:13:54,Domaine de Bellivière Jasnières Les Rosiers 2015,belliviere-jasnieres-rosiers-2015,2020-06-19 17:55:02,both,1.5 kg,Vallée de la Loire,Domaine de Bellivière,Saint-Nicolas-De-Bourgueil,Blanc,2015,75cl,12%
4649,True,16.5,5,True,16261,1.0,2018-04-17 09:37:34,Bernard Baudry Chinon Blanc 2018,bernard-baudry-chinon-blanc-2018,2020-07-11 17:05:06,both,1.5 kg,Vallée de la Loire,Bernard Baudry,Chinon,Blanc,2019,75cl,"12,50%"
4649,True,16.5,5,True,16261,1.0,2018-04-17 09:37:34,Bernard Baudry Chinon Blanc 2018,bernard-baudry-chinon-blanc-2018,2020-07-11 17:05:06,both,1.5 kg,Vallée de la Loire,Bernard Baudry,Chinon,Blanc,2019,75cl,"12,50%"
4648,True,24.3,9,True,16262,2.0,2018-04-17 09:34:01,Bernard Baudry Chinon Blanc La Croix Boissée 2018,bernard-baudry-chinon-blanc-croix-boissee-2018,2020-08-20 09:30:17,both,1.5 kg,Vallée de la Loire,Bernard Baudry,Chinon,Blanc,2020,75cl,"12,50%"
4648,True,24.3,9,True,16262,2.0,2018-04-17 09:34:01,Bernard Baudry Chinon Blanc La Croix Boissée 2018,bernard-baudry-chinon-blanc-croix-boissee-2018,2020-08-20 09:30:17,both,1.5 kg,Vallée de la Loire,Bernard Baudry,Chinon,Blanc,2020,75cl,"12,50%"
4646,True,21.5,34,True,15848,1.0,2018-04-17 09:23:13,Bernard Baudry Chinon Rouge Le Clos Guillot 2017,bernard-baudry-chinon-rouge-clos-guillot-2017,2020-08-26 18:25:03,both,1.5 kg,Vallée de la Loire,Bernard Baudry,Chinon,Rouge,2019,75cl,"12,50%"
4646,True,21.5,34,True,15848,1.0,2018-04-17 09:23:13,Bernard Baudry Chinon Rouge Le Clos Guillot 2017,bernard-baudry-chinon-rouge-clos-guillot-2017,2020-08-26 18:25:03,both,1.5 kg,Vallée de la Loire,Bernard Baudry,Chinon,Rouge,2019,75cl,"12,50%"
4647,True,28.5,48,True,16525,8.0,2018-04-17 09:28:58,Bernard Baudry Chinon Rouge La Croix Boissée 2017,bernard-baudry-chinon-rouge-croix-boissee-2017,2020-07-31 09:31:39,both,,,,,,0,,
